track_id,song_hotttnesss,tempo
TRCKNGE128F92DA3F3, nan, 92.195
TRIOPLY128F423CFF3, 0.634538103814, 88.602
TRWNDEU128F9329BF7, 0.725213133131, 140.6
TRYOPHS128F146DEFD, 0.661648170034, 80.917
TRQNZCE128E078A9C0, 0.450762241641, 120.327
TRMBSQR128F92DF66E, nan, 103.189
TREVWUZ128F4263A9B, nan, 113.973
TRGYREY128E0791913, 0.540009276927, 109.904
TRBLBSR128F425EBFE, nan, 92.555
TRLRWJK128F427D602, nan, 96.855
TRHFEEP12903CD3863, nan, 100.113
TRWDJFG12903C94C9E, nan, 168.998
TRLQSWL128F932C80B, 0.0, 109.548
TRHFJNY128F428FC4B, nan, 108.374
TRMNZOQ128F426254A, 0.484562529968, 69.319
TRYEKWE128F1459C42, 0.990837144634, 169.616
TRPTALT128F426F99F, 0.674833876061, 152.157
TRQPBQV128F423C1E9, 0.851363810415, 138.338
TRTTEXX128F428BE1D, nan, 165.623
TRYXXWR12903CA7191, nan, 133.834
TRVXQXV128F427863A, nan, 121.932
TREVQFK128F4267577, 0.672214063234, 110.837
TRFWVIP128EF3444F3, 0.535106024898, 107.676
TRBZYQA128F9359288, nan, 86.319
TRTLSVW12903CFB4F5, nan, 108.138
TRJLBUB128F92E293E, 0.215080318509, 90.769
TRCNOGX128F92E9A8D, nan, 144.069
TREYSUB128F1485DA2, 0.487492443417, 143.743
TRONGVZ128F9339880, nan, 129.208
TRIKRKG128F4265ACF, 0.599875581301, 94.099
TRLIDNO128F4243745, 0.629493247487, 125.172
TRBZVAP128E078F03C, nan, 222.972
TRUATRC12903CAAF21, nan, 99.033
TRPJVKE128F428AA27, 0.638188919876, 147.779
TRQNMMM128F934AC2A, nan, 160.28
TRYOPYJ128E0793D79, nan, 152.946
TRTUCIC128F9338340, 0.400039656955, 94.931
TRVXEHW128F92E271C, nan, 95.115
TRLJHJT128F92F8C1A, nan, 137.188
TRAQVSH128F92EF9A5, nan, 84.758
TRQSJPX128F930DEF2, 0.0, 142.657
TRSUSWI12903D0281C, 0.355285536423, 92.62
TRSABZR128F92F31B8, 0.815337430626, 178.78
TRNMZEO128F4276270, 0.0, 189.517
TRGMGHK128F93378A7, 0.727760257383, 166.352
TRDODTH128F4260511, nan, 122.53
TRDWBLP128E078450B, 0.57040594024, 125.029
TRNKFYJ128EF34A657, nan, 118.953
TRTSVID128F9338787, nan, 91.972
TRTYQVA128F145D081, 0.0, 117.032
TRQWVSK128F92D3F90, 0.759679371424, 110.043
TRIWEVM128F1465558, 0.524822258191, 110.063
TRWCCJK128F428A0E2, 0.2014273609, 84.715
TRGUZPZ12903CEE39D, 0.702072962919, 171.959
TRBIPTW128F4284129, 0.439525605299, 99.892
TRPKPQU128F4288B10, nan, 85.684
TRSQVJO128F4277AFF, 0.764620400004, 149.733
TRNOIXL12903C9EE95, nan, 106.403
TRFELNY12903CD7372, 0.75438173853, 77.915
TRKJEPZ12903D03D29, nan, 130.418
TREMEER128F930D6FE, 0.81174252153, 96.061
TREZRCE12903CF8E26, 0.265861049211, 134.229
TRAUCWW128F933F0C2, nan, 150.373
TRUISTU128E0782F00, nan, 129.329
TRQPOAN128F92E4C62, 0.643596949124, 133.091
TRLHJXQ128E0781AE6, 0.673670961534, 113.282
TRFGVIF128E079219A, 0.745001683294, 113.939
TRKIIWB12903CE570B, 0.419125892959, 159.365
TRCOWHF128F932163D, 0.338886720011, 80.754
TRRWESB128F92E08E4, nan, 82.088
TRKFOUP128E0786014, nan, 124.259
TRRLKSI128F92D5D37, 0.525816037037, 130.015
TRKSUFV128F4265476, nan, 92.417
TRAVKUD128F427E314, 0.473346541109, 64.17
TRFYEJN128F9321788, 0.538233875584, 85.985
TRCDXVU128F9303143, nan, 85.705
TRCTRKA128F42690D6, nan, 120.929
TRRFLVC128F42B39BD, nan, 106.879
TRVFONI128F1495E2E, 0.554384121184, 123.009
TRVDSAA128F148C645, 0.535325929871, 126.693
TRGEHDP128F148A1B4, 0.52273326078, 105.882
TRFIFNB128F92FB2A2, 0.4473256078, 84.498
TREQWRG128F92C49B4, nan, 138.003
TRTCIBD12903C9A8E4, 0.0, 147.497
TRFGMPJ128F92EFE7C, nan, 118.398
TRVAPMO128F426376C, 0.669413098138, 142.843
TRRZKZF128F4264259, 0.360370582712, 114.686
TRPEVMI128F930186E, nan, 172.947
TRIPDVV128EF342815, nan, 118.891
TROWOPT128F146B823, nan, 0.0
TROVNEQ128F4273425, nan, 127.246
TRPEAEG128F1458AAB, 0.563755208391, 158.383
TRIHVRA128F92D2D01, 0.710379099289, 142.722
TRDZJDX128F932EAF8, 0.355285536423, 109.059
TRDFWBG128F93065E5, 0.538233875584, 96.075
TRSYMGF128F934AE76, 0.487949988433, 122.585
TRHEGKV128F92D21CD, nan, 166.72
TROWUJQ12903CF231C, nan, 103.512
TRMITVB128F934AA86, 0.51714897335, 98.545
TRRNNQU128F4218326, nan, 119.965
TRAKIET128F932D0A1, 0.0, 85.201
TRSLWQU128F933ADA2, 0.509640965552, 140.893
TRJVQBD128F427D05B, 0.523501526778, 130.441
TRJPKCJ128F42AF492, nan, 118.278
TRTZCHL128F9305C97, nan, 83.849
TRMYBGT12903CCE78C, nan, 143.597
TRADXMT128EF3518CB, nan, 145.256
TRDOVGB128F92E172D, nan, 140.088
TRQSRPU128F146398A, 0.0, 167.051
TRDWNSW128F1480AC3, 0.537503904192, 158.393
TRCUNCY128F428E7BC, nan, 154.27
TRTMQVH128F92EF9A7, nan, 168.727
TRBKOPP128F42B3724, nan, 93.5
TRWTMKO12903CED87A, 0.215080318509, 124.785
TREHQEB128F426C5C1, 0.248762796754, 133.984
TRIFMVI128F4267DCB, 0.735716309481, 101.62
TRIVOIA128F425E070, nan, 130.424
TRPDGUC128F9310F1D, nan, 126.149
TRCPBQZ128F1468D08, 0.327736683178, 157.736
TROAMLW128F92DF80C, nan, 127.987
TRMFVVB128F42660A1, 0.372530039366, 126.023
TRFDPCR128F422B88F, 0.605017890436, 122.186
TRBMWDP128F4233635, 0.664003792302, 124.267
TRDBFFR128F933599E, 0.643071421175, 125.646
TRWULAY128F1462405, nan, 93.194
TRHWFIW128F4221E12, nan, 88.106
TRUCCCF12903CDCFD1, 0.212045405484, 175.05
TRUVAPY128F934BF1F, nan, 174.454
TRGYSVH128F4283725, 0.433076743873, 110.55
TRCDSJV128F428E7E7, 0.0, 122.975
TRUPJWM128F1487D2F, 0.692388287388, 106.119
TRRWDIE12903CAC108, nan, 109.155
TRYHRVW128F428C50C, 0.499445834801, 106.503
TRMHLLW128F9350F4A, 0.537503904192, 81.991
TRPGMQI128F92FA5FC, nan, 109.908
TREWVPS128F428A224, 0.439202489315, 147.931
TRWEXOU128F93134EC, 0.237793138229, 200.027
TRCGBVS12903CF7D2E, nan, 170.789
TRNXKZA128F92CAE55, nan, 87.211
TRNOHBB128F42963DE, 0.424449346256, 133.186
TRNIGNQ128F93169BD, 0.0, 86.302
TRQNXWA128F4275A95, nan, 105.778
TRBTWJK128EF366021, nan, 141.988
TRTHAOB128F42726FB, 0.493626671902, 111.38
TRMXUAY128F4252EC2, nan, 87.338
TRWFGKY128F147B86B, 0.467574948219, 100.61
TRKZHOK128F145B146, 0.484907257677, 104.198
TROVUJJ128F4272CB0, 0.720710427152, 103.128
